ACCESSION: MSBNK-SMB_Measured-HSA032P0468010
RECORD_TITLE: Uncharacterized; LC-ESI-QTOF; MS2; POSITIVE; Averaged data
DATE: 2025.04.02 (Averaged 2025.02.25, Processed 2025.02.25, Annotated 2025.03.31, Curated 2025.04.02)
AUTHORS: Shin-MassBank project
LICENSE: CC BY-NC-SA
PUBLICATION: Yu et al. Front Cell Infect Microbiol. 2022,11,763507
COMMENT: This is an averaged mass spectra data created by averaging product ion scan data obtained from the following DDA dataset.
COMMENT: REPOSITORY MetaboLights
COMMENT: DATASET_ID MTBLS3233
COMMENT: DATASET_TITLE The gut microbiome and metabolites are altered and interrelated in patients with rheumatoid arthritis
COMMENT: DATASET_AUTHORS Die Yu, Juping Du, Xia Pu, Liyuan Zheng, Shuaishuai Chen, Na Wang, Jun Li, Shiyong Chen, Shaobiao Pan, Bo Shen
COMMENT: MS1_M/Z_AVERAGED_THRES 15.000
COMMENT: MS2_M/Z_AVERAGED_THRES 20.000
COMMENT: DATASET_FILE_NUM 60
COMMENT: NUM_AVERAGED_SPEC 26
COMMENT: RAW_SPEC {'HC7-pos_1983': {'bp': 156243.0, 'sum': 300965.0}, 'HC9-pos_2000': {'bp': 151781.0, 'sum': 264090.0}, 'HC23-pos_2004': {'bp': 7008.0, 'sum': 18663.0}, 'RA25-pos_2045': {'bp': 6783.0, 'sum': 13260.0}, 'HC17-pos_2020': {'bp': 11063.0, 'sum': 22059.0}, 'HC4-pos_2076': {'bp': 21341.0, 'sum': 44963.0}, 'RA12-pos_2247': {'bp': 135031.0, 'sum': 230821.0}, 'QC4-pos_2049': {'bp': 4289.0, 'sum': 8235.0}, 'RA15-pos_2202': {'bp': 6791.0, 'sum': 13468.0}, 'HC20-pos_2088': {'bp': 4654.0, 'sum': 13866.0}, 'HC14-pos_2130': {'bp': 27767.0, 'sum': 46656.0}, 'QC7-pos_1990': {'bp': 3867.0, 'sum': 7054.0}, 'RA16-pos_1982': {'bp': 8062.0, 'sum': 16506.0}, 'HC5-pos_2171': {'bp': 55982.0, 'sum': 85481.0}, 'QC1-pos_1960': {'bp': 5011.0, 'sum': 11322.0}, 'RA18-pos_2067': {'bp': 9335.0, 'sum': 17535.0}, 'QC2-pos_2006': {'bp': 6313.0, 'sum': 12322.0}, 'RA13-pos_2016': {'bp': 37456.0, 'sum': 59801.0}, 'HC9-pos_1987': {'bp': 154323.0, 'sum': 278777.0}, 'HC7-pos_1974': {'bp': 150948.0, 'sum': 275644.0}, 'HC13-pos_2186': {'bp': 27112.0, 'sum': 44469.0}, 'HC5-pos_2159': {'bp': 77309.0, 'sum': 125047.0}, 'RA5-pos_2239': {'bp': 15088.0, 'sum': 41139.0}, 'RA12-pos_2236': {'bp': 134161.0, 'sum': 244639.0}, 'RA15-pos_2124': {'bp': 14099.0, 'sum': 34227.0}, 'RA3-pos_2038': {'bp': 8532.0, 'sum': 24628.0}}
COMMENT: RETENTION_TIME_STDEV 0.021
COMMENT: PRECURSOR_M/Z_RAW 468.302906
COMMENT: PRECURSOR_M/Z_STDEV 0.002666
COMMENT: PRECURSOR_IN_MS1 mz 468.306091; int 999.000; delta(ppm) 16.387260
COMMENT: PROPOSED_CHARGE_STATE ND
COMMENT: PROPOSED_ISOTOPE_STATE ND
COMMENT: PROPOSED_MAX_NUM_S 0
COMMENT: PROPOSED_MF SevenGoldenRules 14.967; C30H37N5; [M+H]+; delta(ppm) -14.966898
COMMENT: PROPOSED_MF SevenGoldenRules 13.428; C21H47N3O4P2; [M+H]+; delta(ppm) -13.428265
COMMENT: PROPOSED_MF SevenGoldenRules 12.106; C29H41NO4; [M+H]+; delta(ppm) -12.105768
COMMENT: PROPOSED_MF SevenGoldenRules 9.893; C23H42N5O3P; [M+H]+; delta(ppm) -9.893047
COMMENT: PROPOSED_MF SevenGoldenRules 7.032; C22H46NO7P; [M+H]+; delta(ppm) -7.031917
COMMENT: PROPOSED_MF SevenGoldenRules 3.497; C24H41N3O6; [M+H]+; delta(ppm) -3.496699
COMMENT: PROPOSED_MF SevenGoldenRules 5.112; C19H41N5O8; [M+H]+; delta(ppm) 5.112370
COMMENT: PROPOSED_MF SevenGoldenRules 5.536; C29H42NO2P; [M+H]+; delta(ppm) 5.536083
COMMENT: PROPOSED_MF SevenGoldenRules 7.749; C23H43N5OP2; [M+H]+; delta(ppm) 7.748804
COMMENT: PROPOSED_MF SevenGoldenRules 9.071; C31H37N3O; [M+H]+; delta(ppm) 9.071301
COMMENT: PROPOSED_MF SevenGoldenRules 10.610; C22H47NO5P2; [M+H]+; delta(ppm) 10.609934
COMMENT: PROPOSED_MF SevenGoldenRules 14.145; C24H42N3O4P; [M+H]+; delta(ppm) 14.145152
COMMENT: PROPOSED_MF MS-FINDER 3.453; C22H46NO7P; [M+H]+; delta(ppm) -7.017299
COMMENT: PROPOSED_MF MS-FINDER 3.173; C29H41NO4; [M+H]+; delta(ppm) -12.080086
COMMENT: PROPOSED_MF MS-FINDER 3.159; C24H41N3O6; [M+H]+; delta(ppm) -3.490220
COMMENT: PROPOSED_MF MS-FINDER 3.009; C25H37N7O2; [M+H]+; delta(ppm) -6.346052
COMMENT: PROPOSED_MF MS-FINDER 2.756; C11H42N13O3PS; [M+H]+; delta(ppm) -2.747632
COMMENT: PROPOSED_MF MS-FINDER 2.751; C12H43N11O4P2; [M+H]+; delta(ppm) 0.923815
COMMENT: PROPOSED_MF MS-FINDER 2.737; C18H42N7O5P; [M+H]+; delta(ppm) -1.283208
COMMENT: PROPOSED_MF MS-FINDER 2.721; C13H37N15O2S; [M+H]+; delta(ppm) 0.779477
COMMENT: PROPOSED_MF MS-FINDER 2.716; C14H38N13O3P; [M+H]+; delta(ppm) 4.450950
COMMENT: PROPOSED_MF MS-FINDER 2.687; C20H37N9O4; [M+H]+; delta(ppm) 2.243912
COMMENT: PROPOSED_MF MS-FINDER 2.682; C12H41N11O6S; [M+H]+; delta(ppm) 3.635349
COMMENT: PROPOSED_MF MS-FINDER 2.675; C19H41N5O8; [M+H]+; delta(ppm) 5.099793
COMMENT: PROPOSED_MF MS-FINDER 2.672; C10H33N19O3; [M+H]+; delta(ppm) -7.419233
COMMENT: PROPOSED_MF MS-FINDER 2.660; C18H50N3O4PS2; [M+H]+; delta(ppm) -0.283014
COMMENT: PROPOSED_MF MS-FINDER 2.653; C17H41N9O4S; [M+H]+; delta(ppm) -4.954639
COMMENT: PROPOSED_MF MS-FINDER 2.616; C14H46N9O2PS2; [M+H]+; delta(ppm) 5.451155
COMMENT: PROPOSED_MF MS-FINDER 2.591; C16H33N15O2; [M+H]+; delta(ppm) 7.978110
COMMENT: PROPOSED_MF MS-FINDER 2.585; C20H45N5O3S2; [M+H]+; delta(ppm) 3.244112
COMMENT: PROPOSED_MF MS-FINDER 2.568; C21H46N3O4PS; [M+H]+; delta(ppm) 6.915603
COMMENT: PROPOSED_MF MS-FINDER 2.554; C17H49N5O3S3; [M+H]+; delta(ppm) -3.954453
COMMENT: PROPOSED_MF MS-FINDER 2.541; C15H46N7O5PS; [M+H]+; delta(ppm) -8.481707
COMMENT: PROPOSED_MF MS-FINDER 2.527; C15H37N11O6; [M+H]+; delta(ppm) 10.834024
COMMENT: PROPOSED_MF MS-FINDER 2.502; C31H37N3O; [M+H]+; delta(ppm) 9.051324
COMMENT: PROPOSED_MF MS-FINDER 2.483; C19H51NO5P2S; [M+H]+; delta(ppm) 3.388451
COMMENT: PROPOSED_MF MS-FINDER 2.479; C13H45N11OS3; [M+H]+; delta(ppm) 1.779674
COMMENT: PROPOSED_MF MS-FINDER 2.470; C23H42N5O3P; [M+H]+; delta(ppm) -9.873111
COMMENT: PROPOSED_MF MS-FINDER 2.439; C21H45N3O6S; [M+H]+; delta(ppm) -10.688688
COMMENT: PROPOSED_MF MS-FINDER 2.437; C14H37N13O5; [M+H]+; delta(ppm) -13.153255
COMMENT: PROPOSED_MF MS-FINDER 2.404; C23H41N5O3S; [M+H]+; delta(ppm) 10.442781
COMMENT: PROPOSED_MF MS-FINDER 2.399; C14H45N9O4S2; [M+H]+; delta(ppm) -12.153085
COMMENT: PROPOSED_MF MS-FINDER 2.398; C17H42N9O2PS; [M+H]+; delta(ppm) 12.649855
COMMENT: PROPOSED_MF MS-FINDER 2.384; C21H47N3O4P2; [M+H]+; delta(ppm) -13.400145
COMMENT: PROPOSED_MF MS-FINDER 2.359; C15H45N7O5S2; [M+H]+; delta(ppm) 11.834241
COMMENT: PROPOSED_MF MS-FINDER 2.358; C19H49NO7S2; [M+H]+; delta(ppm) 6.099999
COMMENT: PROPOSED_MF MS-FINDER 2.344; C16H41N11OS2; [M+H]+; delta(ppm) 8.978322
COMMENT: PROPOSED_MF MS-FINDER 2.330; C22H47NO5P2; [M+H]+; delta(ppm) 10.587122
COMMENT: PROPOSED_MF MS-FINDER 2.325; C26H46NO2PS; [M+H]+; delta(ppm) -1.674441
COMMENT: PROPOSED_MF MS-FINDER 2.286; C22H41N7O2S; [M+H]+; delta(ppm) -13.544479
COMMENT: PROPOSED_MF MS-FINDER 2.256; C24H42N3O4P; [M+H]+; delta(ppm) 14.114325
COMMENT: PROPOSED_MF MS-FINDER 2.219; C29H42NO2P; [M+H]+; delta(ppm) 5.524157
COMMENT: PROPOSED_MF MS-FINDER 2.186; C21H33N13; [M+H]+; delta(ppm) -0.611953
COMMENT: PROPOSED_MF MS-FINDER 2.173; C22H45NO7S; [M+H]+; delta(ppm) 13.298708
COMMENT: PROPOSED_MF MS-FINDER 2.131; C25H45N3OS2; [M+H]+; delta(ppm) -5.345869
COMMENT: PROPOSED_MF MS-FINDER 2.106; C23H50NO2PS2; [M+H]+; delta(ppm) -8.872935
COMMENT: PROPOSED_MF MS-FINDER 2.103; C28H41N3OS; [M+H]+; delta(ppm) 1.852676
COMMENT: PROPOSED_MF MS-FINDER 2.075; C20H53NO2S4; [M+H]+; delta(ppm) 4.244314
COMMENT: PROPOSED_MF MS-FINDER 2.067; C18H37N13S; [M+H]+; delta(ppm) -7.810462
COMMENT: PROPOSED_MF MS-FINDER 2.023; C17H57NO2S5; [M+H]+; delta(ppm) -2.954265
COMMENT: PROPOSED_MF MS-FINDER 1.951; C16H49N7S4; [M+H]+; delta(ppm) 9.978535
COMMENT: PROPOSED_MF MS-FINDER 1.949; C12H29N21; [M+H]+; delta(ppm) 13.712374
COMMENT: PROPOSED_MF MS-FINDER 1.873; C22H49N3OS3; [M+H]+; delta(ppm) -12.544310
COMMENT: PROPOSED_MF MS-FINDER 1.837; C23H49NO2S3; [M+H]+; delta(ppm) 11.442997
